user_id,amount,recency,frequency,is_male,viewed_num,bought_num,bought/sum
291,6454.52,10.0,25,1,23,2,0.08
194,495.0,30.0,3,0,2,1,0.3333333333333333
772,5954.78,2.0,17,1,13,4,0.23529411764705882
120,1535.39,3.0,20,0,17,3,0.15
934,4795.51,2.0,13,0,8,5,0.38461538461538464
102,13666.53,5.0,39,0,33,6,0.15384615384615385
889,39969.56,4.0,31,1,21,10,0.3225806451612903
358,9614.300000000001,5.0,12,0,8,4,0.3333333333333333
1065,1292.63,7.0,14,0,12,2,0.14285714285714285
519,31748.6,10.0,11,1,9,2,0.18181818181818182
944,1712.5,11.0,15,1,13,2,0.13333333333333333
156,22712.79,1.0,14,1,10,4,0.2857142857142857
457,9913.12,3.0,22,1,18,4,0.18181818181818182
107,2657.04,5.0,19,1,14,5,0.2631578947368421
1038,3692.91,1.0,3,1,2,1,0.3333333333333333
427,45331.74,3.0,54,1,48,6,0.1111111111111111
110,2890.6800000000003,5.0,15,0,12,3,0.2
444,35934.9,8.0,10,1,8,2,0.2
831,5694.08,6.0,11,1,8,3,0.2727272727272727
1076,61481.76,1.0,35,0,31,4,0.11428571428571428
264,129.6,21.0,2,1,1,1,0.5
151,1522.82,10.0,8,1,5,3,0.375
257,2484.65,4.0,14,0,11,3,0.21428571428571427
187,4932.06,6.0,32,0,28,4,0.125
116,37753.79,2.0,36,1,31,5,0.1388888888888889
823,24695.5,3.0,6,0,5,1,0.16666666666666666
401,1886.8100000000002,13.0,9,1,7,2,0.2222222222222222
890,1333.94,3.0,3,0,2,1,0.3333333333333333
517,23065.18,8.0,9,0,6,3,0.3333333333333333
491,2926.9,4.0,5,1,4,1,0.2
584,10157.53,1.0,34,1,29,5,0.14705882352941177
670,4822.610000000001,9.0,5,1,3,2,0.4
433,17681.98,4.0,23,1,18,5,0.21739130434782608
883,1776.1599999999999,13.0,7,1,5,2,0.2857142857142857
915,22128.399999999998,12.0,11,1,9,2,0.18181818181818182
662,1420.98,2.0,12,1,9,3,0.25
762,13600.52,4.0,34,1,28,6,0.17647058823529413
799,16943.219999999998,2.0,26,1,20,6,0.23076923076923078
198,3317.31,7.0,22,1,18,4,0.18181818181818182
514,6133.49,16.0,9,0,6,3,0.3333333333333333
505,1815.39,5.0,17,0,12,5,0.29411764705882354
419,1020.4300000000001,17.0,13,0,12,1,0.07692307692307693
436,3378.71,13.0,29,1,24,5,0.1724137931034483
919,557.0500000000001,11.0,9,0,7,2,0.2222222222222222
281,1890.98,1.0,11,1,7,4,0.36363636363636365
137,2303.28,12.0,13,0,9,4,0.3076923076923077
907,42158.87,11.0,30,1,24,6,0.2
910,15826.06,4.0,26,1,24,2,0.07692307692307693
778,7176.61,1.0,9,1,6,3,0.3333333333333333
619,44110.52,2.0,15,1,13,2,0.13333333333333333
128,8339.75,2.0,21,1,16,5,0.23809523809523808
769,1106.0,12.0,2,1,1,1,0.5
827,34117.02,1.0,19,1,17,2,0.10526315789473684
700,7829.5599999999995,2.0,19,1,16,3,0.15789473684210525
1036,8253.77,3.0,15,1,14,1,0.06666666666666667
495,7767.93,1.0,4,1,3,1,0.25
443,4675.85,13.0,33,1,27,6,0.18181818181818182
848,8696.26,9.0,27,0,23,4,0.14814814814814814
504,10347.279999999999,6.0,12,1,9,3,0.25
599,3473.65,8.0,27,1,22,5,0.18518518518518517
760,15528.75,4.0,19,1,14,5,0.2631578947368421
822,317.91999999999996,15.0,4,1,3,1,0.25
1077,19418.77,5.0,40,1,36,4,0.1
442,597.4300000000001,21.0,12,0,11,1,0.08333333333333333
585,62420.23,1.0,48,1,39,9,0.1875
397,5524.1,8.0,39,1,35,4,0.10256410256410256
951,20114.49,1.0,37,0,32,5,0.13513513513513514
651,1345.7,14.0,16,1,15,1,0.0625
285,44000.53,2.0,30,1,26,4,0.13333333333333333
579,21971.39,2.0,16,0,13,3,0.1875
977,182.26,13.0,3,1,2,1,0.3333333333333333
297,925.1600000000001,11.0,7,0,5,2,0.2857142857142857
237,4428.09,2.0,36,1,30,6,0.16666666666666666
288,5106.51,1.0,16,1,14,2,0.125
849,44663.51,10.0,35,1,29,6,0.17142857142857143
686,1626.0,3.0,6,0,4,2,0.3333333333333333
830,11568.77,1.0,36,1,29,7,0.19444444444444445
1048,4338.98,3.0,19,1,17,2,0.10526315789473684
225,39037.049999999996,2.0,43,0,37,6,0.13953488372093023
123,3674.86,1.0,23,1,20,3,0.13043478260869565
